OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,City,State,ZipCode,Latitude,Longitude,Address,TotalGHGEmissions,GHGEmissionsIntensity,PropertyGFATotal_calc,BuildingAge,MeanGFAperFloor,ParkingGFARatio,Certified,CertifiedPreviousYear,NbYearsCertified,SteamUse(ratio),Electricity(ratio),NaturalGas(ratio),OtherFuelUse(ratio),MainEnergy,SteamUse(bins),Electricity(bins),NaturalGas(bins),OtherFuelUse(bins),EnergyProfile,ExtsurfVolRatio,SiteEnergyUseWN(kBtu)_log,TotalGHGEmissions_log
20082,2015,NonResidential,Hotel,LA QUINTA INN & SUITES,7,DOWNTOWN,1960,1.0,7.0,61180,12960,48220.0,"('Hotel',)",Hotel,61180.0,Inutilisable,0.0,Inutilisable,0.0,[],31.0,57.9,59.1,123.1,126.8,3542618.0,3615061.0,0.0,534591.0,1824101.0,17185.0,1718517.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98121.0,47.61803766,-122.33957378,2224 8TH AVE,103.99,1.57,61180,55,6027.5,0.2118339326577313,False,False,0,0.0,0.5149019736251552,0.48509802637484484,0.0,Electricity,(s),e,n,(o),(s)en(o),0.07351820835305944,15.100619287568183,4.644294740672142
21150,2015,NonResidential,Worship Facility,FIRST FREE METHODIST CHURCH,7,MAGNOLIA / QUEEN ANNE,1949,1.0,3.0,62000,0,62000.0,"('Other', ' Worship Facility')",Worship Facility,57200.0,Other,5000.0,Inutilisable,0.0,[],83.0,27.3,36.8,38.6,48.3,1698792.0,2287101.0,0.0,86738.0,295963.0,14028.0,1402829.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98119.0,47.6490837,-122.3604006,58 W DRAVUS ST,76.57,1.21,62000,66,15500.0,0.0,False,False,0,0.0,0.17421968080848038,0.8257803191915196,0.0,NaturalGas,(s),(e),N,(o),(s)(e)N(o),0.0876843287116555,14.642795634688282,4.338205355125032
828,2015,NonResidential,Hospital,SWEDISH HOSPITAL MEDICAL CENTER FIRST HILL CAMPUS,3,EAST,1994,1.0,14.0,1765970,0,1765970.0,"('Hospital (General Medical & Surgical)', ' Parking')",Hospital (General Medical & Surgical),1639334.0,Parking,441551.0,Inutilisable,0.0,[],59.0,174.9,178.6,374.6,372.0,286691386.0,292746272.0,127869744.0,41161340.0,140448322.0,183733.0,18373320.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98122.0,47.608951,-122.322402,747 BROADWAY,11824.89,6.35,1765970,21,117731.33333333333,0.0,False,False,0,0.4460187862079679,0.489893763323604,0.06408745046842809,0.0,Electricity,s,e,(n),(o),se(n)(o),0.026472543942001665,19.49481682594599,9.377961910991285
19858,2015,NonResidential,Mixed Use Property,MARION 823,7,DOWNTOWN,1978,1.0,2.0,38539,12379,26160.0,"('Office', ' Parking', ' Retail Store')",Retail Store,15549.0,Parking,12379.0,Office,10611.0,[],50.0,88.2,90.8,277.0,285.2,2308034.0,2376244.0,0.0,676418.0,2308034.0,0.0,0.0,0.0,True,,Compliant,Normal,SEATTLE,WA,98104.0,47.60387657,-122.33374327,818 2ND AVE,16.09,0.16,38539,37,8720.0,0.3212070889229093,False,False,0,0.0,1.0,0.0,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.1093655968516189,14.68103164779474,2.7781979610042917
20768,2015,NonResidential,"Distribution Center
",AUDIO VISUAL FACTORY,2,GREATER DUWAMISH,1956,1.0,1.0,27000,0,27000.0,"('Distribution Center',)",Distribution Center,27000.0,Inutilisable,0.0,Inutilisable,0.0,[],59.0,22.8,27.4,49.4,54.2,614866.0,740166.0,0.0,96347.0,328750.0,2861.0,286116.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98108.0,47.5436441,-122.3078483,1900 S CORGIAT DR,17.49,0.6,27000,59,13500.0,0.0,False,False,0,0.0,0.5346693425884664,0.46533065741153357,0.0,Electricity,(s),e,n,(o),(s)en(o),0.14553762974406592,13.514629764347738,2.8616292890305104
20168,2015,NonResidential,K-12 School,SPRUCE STREET SCHOOL,7,DOWNTOWN,1995,1.0,3.0,22860,0,22860.0,"('K-12 School',)",K-12 School,22860.0,Inutilisable,0.0,Inutilisable,0.0,[],35.0,44.6,49.3,140.0,154.8,1019086.0,1126822.0,0.0,298665.0,1019086.0,0.0,0.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98101.0,47.61696243,-122.33548737,914 VIRGINIA ST,7.1,0.12,22860,20,5715.0,0.0,False,False,0,0.0,1.0,0.0,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.10846727489772523,13.934911839110406,1.9600947840472698
20987,2015,NonResidential,Small- and Mid-Sized Office,BUILDING P,2,GREATER DUWAMISH,1969,1.0,2.0,25872,0,25872.0,"('Non-Refrigerated Warehouse', ' Office')",Office,23272.0,Non-Refrigerated Warehouse,2600.0,Inutilisable,0.0,[],,65.6,69.3,149.0,154.2,1696489.0,1793655.0,0.0,290894.0,992571.0,7039.0,703918.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98108.0,47.55148102,-122.3263613,5700 6TH AVE S,44.3,1.55,25872,46,8624.0,0.0,False,False,0,0.0,0.585073643271486,0.414926356728514,0.0,Electricity,(s),e,n,(o),(s)en(o),0.11714712329946889,14.399765995415075,3.7909846770510898
19847,2015,NonResidential,Retail Store,UNIVERSITY VILLAGE EAST BLDG N,4,NORTHEAST,1956,1.0,2.0,25862,0,25862.0,"('Other', ' Retail Store')",Retail Store,25562.0,Other,300.0,Inutilisable,0.0,[],13.0,211.2,210.8,418.7,409.1,5463059.0,5452862.0,0.0,714006.0,2436289.0,30268.0,3026770.0,0.0,False,,Compliant,High Outlier ,SEATTLE,WA,98105.0,47.66384364,-122.29717129,2623 NE UNIVERSITY VILLAGE ST,177.74,6.47,25862,59,8620.666666666666,0.0,False,False,0,0.0,0.44595692633010187,0.5540430736698981,0.0,NaturalGas,(s),e,n,(o),(s)en(o),0.11715544997302295,15.511651166417602,5.180321808310329
20522,2015,NonResidential,Non-Refrigerated Warehouse,MB WAREHOUSE LLC,2,GREATER DUWAMISH,1970,1.0,2.0,31000,0,31000.0,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,31000.0,Inutilisable,0.0,Inutilisable,0.0,[],,130.3,130.3,407.4,407.4,4038255.0,4038090.0,0.0,1176604.0,4014739.0,235.0,23516.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98144.0,47.58473587,-122.30489349,2028 21ST AVE S,29.24,0.39,31000,45,10333.333333333334,0.0,False,False,0,0.0,0.9941766926556148,0.0058233073443851365,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.11342362422111125,15.211282365868056,3.3755376348815775
20531,2015,NonResidential,Small- and Mid-Sized Office,RED CROSS,3,SOUTHEAST,1970,1.0,2.0,39170,0,39170.0,"('Office',)",Office,35500.0,Inutilisable,0.0,Inutilisable,0.0,[],81.0,62.0,68.3,129.1,134.4,2201897.0,2426066.0,0.0,318586.0,1087060.0,11148.0,1114837.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98144.0,47.58585718,-122.2996162,1900 25TH AVE S,66.79,1.59,39170,45,13056.666666666666,0.0,False,False,0,0.0,0.49369248425335066,0.5063075157466493,0.0,NaturalGas,(s),e,n,(o),(s)en(o),0.10908018244362874,14.70178157339225,4.201553368737545
20743,2015,NonResidential,Worship Facility,ST ANNE CHURCH & RECTORY,7,MAGNOLIA / QUEEN ANNE,1963,1.0,2.0,24227,0,24227.0,"('Worship Facility',)",Worship Facility,26210.0,Inutilisable,0.0,Inutilisable,0.0,[],64.0,38.9,49.7,54.9,67.7,1019190.0,1303354.0,0.0,51633.0,176180.0,8430.0,843010.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98119.0,47.63164576,-122.3584314,100 W LEE ST,46.0,1.87,24227,52,8075.666666666667,0.0,False,False,0,0.0,0.17286276356714647,0.8271372364328535,0.0,NaturalGas,(s),(e),N,(o),(s)(e)N(o),0.11858542742400204,14.080451499945214,3.828641396489095
20818,2015,NonResidential,Small- and Mid-Sized Office,OFFICES & PRINTING,4,LAKE UNION,1961,1.0,3.0,29392,3834,25558.0,"('Office', ' Parking')",Office,29392.0,Parking,3834.0,Inutilisable,0.0,[],91.0,27.9,32.0,77.0,86.7,819406.0,942012.0,0.0,196761.0,671375.0,1480.0,148031.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98102.0,47.64430073,-122.3262467,2633 EASTLAKE AVE E,12.54,0.33,29392,54,6389.5,0.13044365813826891,False,False,0,0.0,0.8193435244555202,0.18065647554447978,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.10221885221693136,13.755773292330865,2.5289235352047745
19864,2015,NonResidential,Small- and Mid-Sized Office,COMPTON BUILDING,7,DOWNTOWN,1908,1.0,3.0,28800,0,28800.0,"('Non-Refrigerated Warehouse', ' Office', ' Other')",Office,21600.0,Other,7200.0,Non-Refrigerated Warehouse,6200.0,[],43.0,38.8,42.2,99.8,103.3,1358693.0,1475762.0,0.0,289812.0,988880.0,3698.0,369813.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98121.0,47.61291226,-122.34793793,2315 WESTERN AVE,26.53,0.77,28800,107,7200.0,0.0,False,False,0,0.0,0.7278171006989805,0.2721828993010194,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.10269600763465872,14.204685024528455,3.2782761681496484
831,2015,NonResidential,Medical Office,600 BROADWAY MED CENTER,3,EAST,1990,1.0,5.0,289419,159157,130262.0,"('Medical Office', ' Parking')",Medical Office,146150.0,Parking,139000.0,Inutilisable,0.0,[],67.0,80.7,82.4,235.7,237.5,11792578.0,12042732.0,0.0,3094011.0,10557204.0,12354.0,1235374.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98122.0,47.60778771,-122.3201541,600 BROADWAY,139.21,0.32,289419,25,21710.333333333332,0.5499189756028457,False,False,0,0.0,0.8952413967497184,0.10475860325028166,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.055249643237072106,16.303971882403705,4.935983584400476
20930,2015,SPS-District K-12,K-12 School,QUEEN ANNE ELEMENTARY (SPS-DISTRICT),7,MAGNOLIA / QUEEN ANNE,1925,1.0,1.0,48789,0,48789.0,"('K-12 School',)",K-12 School,48789.0,Inutilisable,0.0,Inutilisable,0.0,[2016],89.0,31.7,40.5,71.5,86.0,1545393.0,1976900.0,0.0,261857.0,893493.0,6519.0,651900.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98109.0,47.637673,-122.3485889,411 BOSTON ST,40.85,0.76,48789,90,24394.5,0.0,False,False,1,0.0,0.5781655540047095,0.4218344459952905,0.0,Electricity,(s),e,n,(o),(s)en(o),0.1367213736629062,14.49704051918403,3.709906821306012
20988,2015,NonResidential,Small- and Mid-Sized Office,BUILDING O,2,GREATER DUWAMISH,1969,1.0,2.0,25872,0,25872.0,"('Office',)",Office,24988.0,Inutilisable,0.0,Inutilisable,0.0,[],48.0,86.3,93.5,171.6,178.2,2156447.0,2337327.0,0.0,283686.0,967976.0,11885.0,1188471.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98108.0,47.55129662,-122.3257379,655 S ORCAS ST,69.87,2.54,25872,46,8624.0,0.0,False,False,0,0.0,0.4488753955000981,0.551124604499902,0.0,NaturalGas,(s),e,n,(o),(s)en(o),0.11714712329946889,14.664518526710864,4.246636372564359
20885,2015,NonResidential,Senior Care Community,BALLARD CARE & REHAB,6,BALLARD,1966,1.0,2.0,60422,0,60422.0,"('Parking', ' Senior Care Community')",Senior Care Community,36000.0,Parking,0.0,Inutilisable,0.0,[],8.0,289.4,314.8,507.9,547.1,10420243.0,11332392.0,0.0,1029621.0,3513213.0,69070.0,6907030.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98117.0,47.69846975,-122.3671306,820 NW 95TH ST,391.32,6.23,60422,49,20140.666666666668,0.0,False,False,0,0.0,0.3371526940398607,0.6628473059601393,0.0,NaturalGas,(s),e,n,(o),(s)en(o),0.10225940059623513,16.243175731639223,5.969525639589228
847,2015,NonResidential,Non-Refrigerated Warehouse,PIONEER INDUSTRIES,1,DELRIDGE,1970,1.0,1.0,70400,0,70400.0,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,58047.0,Office,12353.0,Inutilisable,0.0,[],1.0,199.8,205.8,482.0,488.4,14064983.0,14490864.0,0.0,2687611.0,9170509.0,48945.0,4894474.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98106.0,47.53920898,-122.3428177,7000 HIGHLAND PARK WAY SW,323.87,4.04,70400,45,35200.0,0.0,False,False,0,0.0,0.6520099597703033,0.3479900402296967,0.0,Electricity,(s),e,n,(o),(s)en(o),0.13243118274667215,16.48902893984842,5.780342200708301
20439,2015,NonResidential,Other,WEST SEATTLE FAMILY YMCA,1,SOUTHWEST,1984,1.0,1.0,33334,0,33334.0,"('Fitness Center/Health Club/Gym', ' Swimming Pool')",Fitness Center/Health Club/Gym,50000.0,Swimming Pool,0.0,Inutilisable,0.0,[],,127.5,136.6,246.3,253.5,6376931.0,6832315.0,0.0,787793.0,2688061.0,36889.0,3688870.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98126.0,47.56229286,-122.37856054,4515 36TH AVE SW,214.65,6.09,33334,31,16667.0,0.0,False,False,0,0.0,0.42152894550685904,0.578471054493141,0.0,NaturalGas,(s),e,n,(o),(s)en(o),0.14209466804675025,15.737174119945045,5.369008794670569
19878,2015,NonResidential,Hotel,BELLTOWN  INN,7,DOWNTOWN,1990,1.0,5.0,57800,0,57800.0,"('Hotel',)",Hotel,57800.0,Inutilisable,0.0,Inutilisable,0.0,[],77.0,46.2,48.7,106.7,112.4,2668836.0,2812528.0,0.0,471875.0,1610105.0,10587.0,1058731.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98121.0,47.61486123,-122.34534207,2301 3RD AVE,67.45,1.05,57800,25,9633.333333333334,0.0,False,False,0,0.0,0.6032985915957368,0.39670140840426316,0.0,Electricity,(s),e,n,(o),(s)en(o),0.0777911736857165,14.849594281000812,4.211386582653765
19871,2015,NonResidential,Small- and Mid-Sized Office,GRANGE OFFICE PLAZA,7,DOWNTOWN,1954,1.0,3.0,33552,4968,28584.0,"('Office', ' Parking')",Office,26556.0,Parking,4968.0,Inutilisable,0.0,[],44.0,104.6,121.3,168.4,185.9,2778896.0,3220593.0,0.0,218105.0,744206.0,20347.0,2034690.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98121.0,47.61698381,-122.34958888,2717 3RD AVE,113.25,3.28,33552,61,7146.0,0.148068669527897,False,False,0,0.0,0.2678063518749892,0.7321936481250108,0.0,NaturalGas,(s),(e),N,(o),(s)(e)N(o),0.09923034102758345,14.98507606205563,4.7295977643631435
19926,2015,NonResidential,Small- and Mid-Sized Office,7TH & BELL,7,DOWNTOWN,1965,1.0,1.0,23752,0,23752.0,"('Office', ' Parking', ' Retail Store')",Office,14317.0,Retail Store,9435.0,Parking,0.0,[],,43.1,41.2,96.1,90.2,1023642.0,978659.0,0.0,169489.0,578320.0,4453.0,445322.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98121.0,47.61807922,-122.34164679,2300 7TH AVE,27.68,1.06,23752,50,11876.0,0.0,False,False,0,0.0,0.5649631414107666,0.43503685858923336,0.0,Electricity,(s),e,n,(o),(s)en(o),0.1478160830904315,13.793938546230283,3.3207101307494686
20474,2015,NonResidential,Other,CASCADE BUILDING,5,NORTH,1949,1.0,1.0,22405,0,22405.0,"('Other', ' Retail Store')",Other,11000.0,Retail Store,7500.0,Inutilisable,0.0,[],,191.2,194.3,323.4,322.2,3538022.0,3594204.0,0.0,318039.0,1085193.0,24528.0,2452829.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98125.0,47.72032547,-122.2950916,12535 LAKE CITY WAY NE,137.83,5.94,22405,66,11202.5,0.0,False,False,0,0.0,0.3067230786015463,0.6932769213984538,0.0,NaturalGas,(s),(e),N,(o),(s)(e)N(o),0.14890334076460665,15.094833105983563,4.926021041706347
21117,2015,NonResidential,Small- and Mid-Sized Office,VIRGINIA MASON- BLACKFORD HALL,3,EAST,1946,1.0,3.0,22667,0,22667.0,"('Office',)",Office,22667.0,Inutilisable,0.0,Inutilisable,0.0,[],1.0,157.8,186.3,363.4,397.2,3577204.0,4221910.0,1340007.0,599709.0,2046292.0,1909.0,190905.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98101.0,47.61077476,-122.3275033,1204 TERRY AVE,127.84,5.25,22667,69,5666.75,0.0,False,False,0,0.37459619300436875,0.572036707998761,0.05336709899687018,0.0,Electricity,s,e,(n),(o),se(n)(o),0.10869205797982105,15.255798190251777,4.850779482017964
20888,2015,NonResidential,Worship Facility,ASSUMPTION CHURCH,4,NORTHEAST,1930,1.0,2.0,25521,0,25521.0,"('Worship Facility',)",Worship Facility,25521.0,Inutilisable,0.0,Inutilisable,0.0,[],85.0,22.0,22.8,51.5,53.9,561888.0,581734.0,0.0,101512.0,346372.0,2155.0,215516.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98115.0,47.67465943,-122.2928258,6210 32ND AVE NE,13.86,0.48,25521,85,8507.0,0.0,False,False,0,0.0,0.6164431345748619,0.3835568654251381,0.0,Electricity,(s),e,n,(o),(s)en(o),0.11744231180318516,13.273768577563283,2.6290069937617573
864,2015,NonResidential,Non-Refrigerated Warehouse,MINI SELF STORAGE & MAIL CENTER,5,NORTH,1987,1.0,4.0,80360,0,80360.0,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,80360.0,Inutilisable,0.0,Inutilisable,0.0,[],94.0,9.3,11.1,21.4,23.3,746795.0,892300.0,0.0,130884.0,446595.0,3002.0,300200.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98125.0,47.70847287,-122.3018744,10809 LAKE CITY WAY NE,19.06,0.21,80360,28,16072.0,0.0,False,False,0,0.0,0.598015519653988,0.401984480346012,0.0,Electricity,(s),e,n,(o),(s)en(o),0.07599630903725775,13.701557677888243,2.947591898226056
792,2015,NonResidential,Small- and Mid-Sized Office,MCKINSTRY HEADQUARTERS,2,GREATER DUWAMISH,1950,1.0,1.0,93610,0,93610.0,"('Data Center', ' Office')",Office,101278.0,Data Center,502.0,Inutilisable,0.0,[2016],94.0,60.0,66.8,147.8,154.9,6103055.0,6794765.0,0.0,1210635.0,4130858.0,19722.0,1972197.0,0.0,False,"Part of McKinstry’s campus, this remodeled warehouse is mainly office but includes a full-size basketball court and gym with locker rooms, bistro with a full kitchen, and data center. Served by rooftop package units for heating and cooling. Upgrades inclu",Compliant,Normal,SEATTLE,WA,98134.0,47.55659397,-122.3316788,5005 3RD AVE S,133.54,1.24,93610,65,46805.0,0.0,False,False,1,0.0,0.6768508558418693,0.3231491441581306,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.12960013001706416,15.731663020716205,4.894401058429723
20525,2015,NonResidential,"Distribution Center
",KUSAK CUT GLASS WORKS,2,GREATER DUWAMISH,1954,1.0,1.0,23236,0,23236.0,"('Distribution Center', ' Office', ' Retail Store')",Distribution Center,20736.0,Office,1250.0,Retail Store,1250.0,[],,18.8,22.6,40.3,44.3,437628.0,525121.0,0.0,66931.0,228377.0,2093.0,209251.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98144.0,47.58594125,-122.3045275,1911 22ND AVE S,12.71,0.5,23236,61,11618.0,0.0,False,False,0,0.0,0.5218518924748874,0.47814810752511266,0.0,Electricity,(s),e,n,(o),(s)en(o),0.14822139744382007,13.17138399120868,2.542389085201363
20395,2015,NonResidential,Small- and Mid-Sized Office,HOLYOKE BUILDING,7,DOWNTOWN,1900,1.0,5.0,39960,0,39960.0,"('Office', ' Other')",Office,35672.0,Other,2840.0,Inutilisable,0.0,[],82.0,45.0,48.3,120.7,124.1,1734589.0,1861479.0,0.0,396338.0,1352362.0,3822.0,382227.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98104.0,47.6054039,-122.33641815,1018 1ST AVE,29.73,0.6,39960,115,6660.0,0.0,False,False,0,0.0,0.7796440540093359,0.22035594599066408,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.08605134517662422,14.436881891006456,3.3921566370100065
21057,2015,NonResidential,Small- and Mid-Sized Office,"CUSTOM CRAFT STUDIOS,RETAIL, OFFICE APT",6,LAKE UNION,2006,1.0,4.0,39926,12400,27526.0,"('Multifamily Housing', ' Office', ' Parking', ' Retail Store')",Office,24335.0,Parking,12400.0,Retail Store,2575.0,[],,36.1,37.8,103.1,107.8,992938.0,1041031.0,0.0,251901.0,859522.0,1334.0,133416.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98103.0,47.65172127,-122.3509877,600 N 36TH ST,13.08,0.23,39926,9,5505.2,0.31057456294144165,False,False,0,0.0,0.8656351151834254,0.13436488481657466,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.0892072287377245,13.855722126212315,2.5710843460290524
20573,2015,Nonresidential COS,Other,QUEEN ANNE COMMUNITY CENTER,7,MAGNOLIA / QUEEN ANNE,1948,1.0,1.0,27247,0,27247.0,"('Fitness Center/Health Club/Gym', ' Office', ' Other - Recreation', ' Pre-school/Daycare')",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,7701.0,Pre-school/Daycare,3045.0,[],,86.0,104.9,164.3,184.2,2219228.0,2707837.0,0.0,267992.0,914427.0,13048.0,1304801.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98119.0,47.63636811,-122.3579171,1901 1ST AVE W,75.67,2.63,27247,67,13623.5,0.0,False,False,0,0.0,0.41204734258940495,0.587952657410595,0.0,NaturalGas,(s),e,n,(o),(s)en(o),0.1453812325419862,14.811660719179056,4.326381780706431
20984,2015,NonResidential,Small- and Mid-Sized Office,BUILDING R,2,GREATER DUWAMISH,1970,1.0,2.0,28304,0,28304.0,"('Office',)",Office,27185.0,Inutilisable,0.0,Inutilisable,0.0,[],68.0,46.4,49.6,145.7,155.6,1261767.0,1347208.0,0.0,369787.0,1261767.0,0.0,0.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98108.0,47.55196738,-122.3251545,650 S ORCAS ST,8.8,0.12,28304,45,9434.666666666666,0.0,False,False,0,0.0,1.0,0.0,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.11525505724334793,14.113544860694848,2.174751721484161
773,2015,NonResidential,Small- and Mid-Sized Office,PACIFIC NW TITLE / OLD CHAMBER OF COMMERCE,7,DOWNTOWN,1924,1.0,4.0,63150,0,63150.0,"('nan',)",Aucune information,67283.33333333333,Inutilisable,0.0,Inutilisable,0.0,[],67.0,57.0,57.0,166.1,166.1,2982288.0,2982178.0,0.0,779391.0,2659391.0,3229.0,322897.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98104.0,47.60363571,-122.33229898,715 3RD AVE,35.69,0.38,63150,91,12630.0,0.0,False,False,0,0.0,0.8917284313252107,0.10827156867478929,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.08003692988440973,14.908164464007582,3.574870537502069
19576,2015,NonResidential,Non-Refrigerated Warehouse,PAPE' MATERIAL HANDLING,2,GREATER DUWAMISH,1979,1.0,1.0,30004,0,30004.0,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,24280.0,Office,4950.0,Inutilisable,0.0,[],,15.5,15.5,48.5,48.5,451757.0,451738.0,0.0,132397.0,451757.0,0.0,0.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98118.0,47.51081215,-122.28276297,9883 40TH AVE S,3.15,0.04,30004,36,15002.0,0.0,False,False,0,0.0,1.0,0.0,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.14376879724171257,13.020857644736969,1.1474024528375417
20520,2015,NonResidential,Refrigerated Warehouse,ORIENTAL MEATS,2,GREATER DUWAMISH,1953,1.0,1.0,25480,0,25480.0,"('Refrigerated Warehouse',)",Refrigerated Warehouse,25480.0,Inutilisable,0.0,Inutilisable,0.0,[],,28.9,28.9,90.6,90.6,735209.0,735178.0,0.0,215469.0,735209.0,0.0,0.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98144.0,47.58520699,-122.3059527,2001 21ST AVE S,5.13,0.08,25480,62,12740.0,0.0,False,False,0,0.0,1.0,0.0,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.1465496067080278,13.507867925745638,1.6351056591826783
848,2015,NonResidential,Retail Store,HOME DEPOT,5,NORTHWEST,1995,1.0,1.0,101830,0,101830.0,"('Retail Store',)",Retail Store,130767.0,Inutilisable,0.0,Inutilisable,0.0,[],58.0,79.7,84.0,184.2,188.8,10417194.0,10988386.0,0.0,1844312.0,6293054.0,41241.0,4124140.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98133.0,47.71410243,-122.3429112,11700 AURORA AVE N,262.9,2.32,101830,20,50915.0,0.0,False,False,0,0.0,0.604102601909881,0.3958973980901191,0.0,Electricity,(s),e,n,(o),(s)en(o),0.1288381875459783,16.212349454812173,5.571773731735836
20050,2015,NonResidential,Retail Store,UNIVERSITY VILLAGE SHOPPING CENTER BLDG C,4,NORTHEAST,1956,1.0,1.0,23409,0,23409.0,"('Other', ' Retail Store')",Retail Store,21909.0,Other,1500.0,Inutilisable,0.0,[],67.0,107.7,107.7,321.7,321.7,2521016.0,2520919.0,0.0,685009.0,2337349.0,1837.0,183667.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98105.0,47.66375728,-122.3002168,2623 NE UNIVERSITY VILLAGE ST,26.05,0.68,23409,59,11704.5,0.0,False,False,0,0.0,0.9271456428677961,0.07285435713220384,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.14808401470256458,14.740134075546774,3.260017768199376
19658,2015,NonResidential,Small- and Mid-Sized Office,DENNY CENTER,7,DOWNTOWN,1937,1.0,2.0,28568,0,28568.0,"('Office',)",Office,28568.0,Inutilisable,0.0,Inutilisable,0.0,[],86.0,29.4,29.0,81.3,79.8,841271.0,827582.0,0.0,201799.0,688567.0,1527.0,152704.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98101.0,47.61832601,-122.33341322,1100 VIRGINIA ST,12.91,0.35,28568,78,9522.666666666666,0.0,False,False,0,0.0,0.8184841745406652,0.18151582545933476,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.11506433662745259,13.626263474979492,2.558002204858551
821,2015,NonResidential,Non-Refrigerated Warehouse,ENCOMPASS,2,GREATER DUWAMISH,1966,1.0,2.0,123000,0,123000.0,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,112484.0,Office,24433.0,Inutilisable,0.0,[],55.0,19.3,19.3,60.7,60.7,2645339.0,2645229.0,0.0,775272.0,2645339.0,0.0,0.0,0.0,False,,Compliant,Normal,SEATTLE,WA,98118.0,47.51277739,-122.28386411,3701 S NORFOLK ST,18.44,0.06,123000,49,41000.0,0.0,False,False,0,0.0,1.0,0.0,0.0,Electricity,(s),E,(n),(o),(s)E(n)(o),0.09382866600706587,14.788268197976745,2.914522218128448
